ELF Code,Country of formation,Country Code (ISO 3166-1),Jurisdiction of formation,Country sub-division code (ISO 3166-2),Entity Legal Form name Local name,Language,Language Code (ISO 639-1),Entity Legal Form name Transliterated name (per ISO 01-140-10),Abbreviations Local language,Abbreviations transliterated,Date created YYYY-MM-DD (ISO 8601),ELF Status ACTV/INAC,Modification,Modification date YYYY-MM-DD (ISO 8601),Reason
6PEQ,Finland,FI,,,Lokalsamfund,Swedish,sv,Lokalsamfund,,,6/10/2020,ACTV,,,
760X,Finland,FI,,,Muu yhdistys,Finnish,fi,Muu yhdistys,,,7/5/2019,ACTV,,,
760X,Finland,FI,,,Annan förening,Swedish,sv,Annan förening,,,7/5/2019,ACTV,,,
883O,Finland,FI,,,Sivuliike,Finnish,fi,Sivuliike,,,7/5/2019,ACTV,,,
883O,Finland,FI,,,Filial,Swedish,sv,Filial,,,7/5/2019,ACTV,,,
8HGS,Finland,FI,,,Erityislainsäädäntöön perustuva yhdistys,Finnish,fi,Erityislainsäädäntöön perustuva yhdistys,,,7/5/2019,ACTV,,,
8HGS,Finland,FI,,,Förening som grundar sig på speciallagstiftning,Swedish,sv,Förening som grundar sig på speciallagstiftning,,,7/5/2019,ACTV,,,
8WJ7,Finland,FI,,,Keskinäinen kiinteistöosakeyhtiö,Finnish,fi,Keskinäinen kiinteistöosakeyhtiö,,,7/5/2019,ACTV,,,
8WJ7,Finland,FI,,,Ömsesidigt fastighetsaktiebolag,Swedish,sv,Ömsesidigt fastighetsaktiebolag,,,7/5/2019,ACTV,,,
97PB,Finland,FI,,,Vakuutuskassa,Finnish,fi,Vakuutuskassa,,,7/5/2019,ACTV,,,
97PB,Finland,FI,,,Försäkringskassa,Swedish,sv,Försäkringskassa,,,7/5/2019,ACTV,,,
9AUC,Finland,FI,,,Vakuutusyhdistys,Finnish,fi,Vakuutusyhdistys,,,7/5/2019,ACTV,,,
9AUC,Finland,FI,,,Försäkringsförening,Swedish,sv,Försäkringsförening,,,7/5/2019,ACTV,,,
AUPV,Finland,FI,,,Muu kiinteistöosakeyhtiö,Finnish,fi,Muu kiinteistöosakeyhtiö,,,7/5/2019,ACTV,,,
AUPV,Finland,FI,,,Annat fastighetsaktiebolag,Swedish,sv,Annat fastighetsaktiebolag,,,7/5/2019,ACTV,,,
BKQO,Finland,FI,,,Valtio ja sen laitokset,Finnish,fi,Valtio ja sen laitokset,,,7/5/2019,ACTV,,,
BKQO,Finland,FI,,,Staten och dess inrättningar,Swedish,sv,Staten och dess inrättningar,,,7/5/2019,ACTV,,,
BKVI,Finland,FI,,,Hypoteekkiyhdistys,Finnish,fi,Hypoteekkiyhdistys,,,7/5/2019,ACTV,,,
BKVI,Finland,FI,,,Hypoteksförening,Swedish,sv,Hypoteksförening,,,7/5/2019,ACTV,,,
BQ19,Finland,FI,,,Laivanisännistöyhtiö,Finnish,fi,Laivanisännistöyhtiö,,,7/5/2019,ACTV,,,
BQ19,Finland,FI,,,Rederibolag,Swedish,sv,Rederibolag,,,7/5/2019,ACTV,,,
C51L,Finland,FI,,,Eurooppalainen taloudellinen etuyhtymä sivutoimipaikka,Finnish,fi,Eurooppalainen taloudellinen etuyhtymä sivutoimipaikka,,,7/5/2019,ACTV,,,
C51L,Finland,FI,,,Filial för en europeisk ekonomisk intressegrupp,Swedish,sv,Filial för en europeisk ekonomisk intressegrupp,,,7/5/2019,ACTV,,,
DAFV,Finland,FI,,,Vakuutusosakeyhtiö,Finnish,fi,Vakuutusosakeyhtiö,,,7/5/2019,ACTV,,,
DAFV,Finland,FI,,,Försäkringsaktiebolag,Swedish,sv,Försäkringsaktiebolag,,,7/5/2019,ACTV,,,
DKUW,Finland,FI,,,Osakeyhtiö,Finnish,fi,Osakeyhtiö,oy,,7/5/2019,ACTV,,,
DKUW,Finland,FI,,,Aktiebolag,Swedish,sv,Aktiebolag,ab,,7/5/2019,ACTV,,,
DL9Z,Finland,FI,,,Ulkomainen yhteisö,Finnish,fi,Ulkomainen yhteisö,,,7/5/2019,ACTV,,,
DL9Z,Finland,FI,,,Utländskt samfund,Swedish,sv,Utländskt samfund,,,7/5/2019,ACTV,,,
DMT8,Finland,FI,,,Työeläkekassa,Finnish,fi,Työeläkekassa,,,7/5/2019,ACTV,,,
DMT8,Finland,FI,,,Arbetspensionskassa,Swedish,sv,Arbetspensionskassa,,,7/5/2019,ACTV,,,
EDN7,Finland,FI,,,Taloudellinen yhdistys,Finnish,fi,Taloudellinen yhdistys,,,7/5/2019,ACTV,,,
EDN7,Finland,FI,,,Ekonomisk förening,Swedish,sv,Ekonomisk förening,,,7/5/2019,ACTV,,,
EDZP,Finland,FI,,,Ylioppilaskunta tai osakunta,Finnish,fi,Ylioppilaskunta tai osakunta,,,7/5/2019,ACTV,,,
EDZP,Finland,FI,,,Studentkår eller studentnation,Swedish,sv,Studentkår eller studentnation,,,7/5/2019,ACTV,,,
EE90,Finland,FI,,,Osuuskunta,Finnish,fi,Osuuskunta,osk,,7/5/2019,ACTV,,,
EE90,Finland,FI,,,Andelslag,Swedish,sv,Andelslag,anl,,7/5/2019,ACTV,,,
EMC8,Finland,FI,,,Muu taloudellinen yhdistys,Finnish,fi,Muu taloudellinen yhdistys,,,7/5/2019,ACTV,,,
EMC8,Finland,FI,,,Annan ekonomisk förening,Swedish,sv,Annan ekonomisk förening,,,7/5/2019,ACTV,,,
HBR3,Finland,FI,,,Julkinen keskinäinen vakuutusyhtiö,Finnish,fi,Julkinen keskinäinen vakuutusyhtiö,,,7/5/2019,ACTV,,,
HBR3,Finland,FI,,,Publikt ömsesidigt försäkringsaktiebolag,Swedish,sv,Publikt ömsesidigt försäkringsaktiebolag,,,7/5/2019,ACTV,,,
HEOB,Finland,FI,,,Kommandiittiyhtiö,Finnish,fi,Kommandiittiyhtiö,ky,,7/5/2019,ACTV,,,
HEOB,Finland,FI,,,Kommanditbolag,Swedish,sv,Kommanditbolag,kb,,7/5/2019,ACTV,,,
HNWB,Finland,FI,,,Eurooppalainen taloudellinen etuyhtymä,Finnish,fi,Eurooppalainen taloudellinen etuyhtymä,ETEY,,7/5/2019,ACTV,abbreviation added,9/23/2021,addition of abbreviation
HNWB,Finland,FI,,,Europeisk ekonomisk intresseguppering,Swedish,sv,Europeisk ekonomisk intresseguppering,EEIG,,7/5/2019,ACTV,abbreviation added,9/23/2021,addition of abbreviation
HTT9,Finland,FI,,,Erillishallinnollinen valtion laitos,Finnish,fi,Erillishallinnollinen valtion laitos,,,7/5/2019,ACTV,,,
HTT9,Finland,FI,,,Statlig inrättning med separat förvaltning,Swedish,sv,Statlig inrättning med separat förvaltning,,,7/5/2019,ACTV,,,
IX7U,Finland,FI,,,Asukashallintoalue,Finnish,fi,Asukashallintoalue,,,7/5/2019,ACTV,,,
IX7U,Finland,FI,,,Boendeförvaltningsområde,Swedish,sv,Boendeförvaltningsområde,,,7/5/2019,ACTV,,,
IYF9,Finland,FI,,,Evankelis-luterilainen kirkko,Finnish,fi,Evankelis-luterilainen kirkko,,,7/5/2019,ACTV,,,
IYF9,Finland,FI,,,Ev.luth. kyrkan,Swedish,sv,Ev.luth. kyrkan,,,7/5/2019,ACTV,,,
JI3A,Finland,FI,,,Keskinäinen vahinkovakuutusyhdistys,Finnish,fi,Keskinäinen vahinkovakuutusyhdistys,,,7/5/2019,ACTV,,,
JI3A,Finland,FI,,,Ömsesidigt skadeförsäkringsförening,Swedish,sv,Ömsesidigt skadeförsäkringsförening,,,7/5/2019,ACTV,,,
K09E,Finland,FI,,,Yksityinen elinkeinonharjoittaja,Finnish,fi,Yksityinen elinkeinonharjoittaja,,,7/5/2019,ACTV,,,
K09E,Finland,FI,,,Enskild näringsidkare,Swedish,sv,Enskild näringsidkare,,,7/5/2019,ACTV,,,
K2G8,Finland,FI,,,Muut oikeushenkilöt,Finnish,fi,Muut oikeushenkilöt,,,7/5/2019,ACTV,,,
K2G8,Finland,FI,,,Övriga juridiska personer,Swedish,sv,Övriga juridiska personer,,,7/5/2019,ACTV,,,
K6VE,Finland,FI,,,Julkinen osakeyhtiö,Finnish,fi,Julkinen osakeyhtiö,oyj,,7/5/2019,ACTV,,,
K6VE,Finland,FI,,,Publikt aktiebolag,Swedish,sv,Publikt aktiebolag,abp,,7/5/2019,ACTV,,,
KHI5,Finland,FI,,,Julkinen vakuutusosakeyhtiö,Finnish,fi,Julkinen vakuutusosakeyhtiö,,,7/5/2019,ACTV,,,
KHI5,Finland,FI,,,Publikt försäkringsaktiebolag,Swedish,sv,Publikt försäkringsaktiebolag,,,7/5/2019,ACTV,,,
L7XJ,Finland,FI,,,Paliskunta,Finnish,fi,Paliskunta,,,7/5/2019,ACTV,,,
L7XJ,Finland,FI,,,Renbeteslag,Swedish,sv,Renbeteslag,,,7/5/2019,ACTV,,,
LBQS,Finland,FI,,,Muu yhteisvastuullinen pidätysvelvollinen,Finnish,fi,Muu yhteisvastuullinen pidätysvelvollinen,,,7/5/2019,ACTV,,,
LBQS,Finland,FI,,,Annan solidariskt ansvarig innehållningspliktig,Swedish,sv,Annan solidariskt ansvarig innehållningspliktig,,,7/5/2019,ACTV,,,
MBPY,Finland,FI,,,Asumisoikeusyhdistys,Finnish,fi,Asumisoikeusyhdistys,,,7/5/2019,ACTV,,,
MBPY,Finland,FI,,,Boenderättsförening,Swedish,sv,Boenderättsförening,,,7/5/2019,ACTV,,,
MRW9,Finland,FI,,,Muu julkisoikeudellinen oikeushenkilö,Finnish,fi,Muu julkisoikeudellinen oikeushenkilö,,,7/5/2019,ACTV,,,
MRW9,Finland,FI,,,Annan offentligrättslig juridisk person,Swedish,sv,Annan offentligrättslig juridisk person,,,7/5/2019,ACTV,,,
N3LC,Finland,FI,,,Rekisteröity uskonnollinen yhdyskunta,Finnish,fi,Rekisteröity uskonnollinen yhdyskunta,,,7/5/2019,ACTV,,,
N3LC,Finland,FI,,,Registrerat religiöst samfund,Swedish,sv,Registrerat religiöst samfund,,,7/5/2019,ACTV,,,
NV7C,Finland,FI,,,Muu säätiö,Finnish,fi,Muu säätiö,,,7/5/2019,ACTV,,,
NV7C,Finland,FI,,,Annan stiftelse,Swedish,sv,Annan stiftelse,,,7/5/2019,ACTV,,,
OXLO,Finland,FI,,,Valtion liikelaitos,Finnish,fi,Valtion liikelaitos,,,7/5/2019,ACTV,,,
OXLO,Finland,FI,,,Statlig affärsinrättning,Swedish,sv,Statlig affärsinrättning,,,7/5/2019,ACTV,,,
PPMX,Finland,FI,,,Avoin yhtiö,Finnish,fi,Avoin yhtiö,,,7/5/2019,ACTV,,,
PPMX,Finland,FI,,,Öppet bolag,Swedish,sv,Öppet bolag,,,7/5/2019,ACTV,,,
R39F,Finland,FI,,,Kauppakamari,Finnish,fi,Kauppakamari,,,6/10/2020,ACTV,,,
R39F,Finland,FI,,,Handelskammare,Swedish,sv,Handelskammare,,,6/10/2020,ACTV,,,
R5ZC,Finland,FI,,,Eurooppaosuuskunnan kiinteä toimipaikka,Finnish,fi,Eurooppaosuuskunnan kiinteä toimipaikka,,,7/5/2019,ACTV,,,
R5ZC,Finland,FI,,,Fast driftställe för europeisk kooperativ förening,Swedish,sv,Fast driftställe för europeisk kooperativ förening,,,7/5/2019,ACTV,,,
R6UB,Finland,FI,,,Verotusyhtymä,Finnish,fi,Verotusyhtymä,,,7/5/2019,ACTV,,,
R6UB,Finland,FI,,,Beskattningssammanslutning,Swedish,sv,Beskattningssammanslutning,,,7/5/2019,ACTV,,,
SDPE,Finland,FI,,,Työttömyyskassa,Finnish,fi,Työttömyyskassa,,,7/5/2019,ACTV,,,
SDPE,Finland,FI,,,Arbetslöshetskassa,Swedish,sv,Arbetslöshetskassa,,,7/5/2019,ACTV,,,
SJL9,Finland,FI,,,Osuuspankki,Finnish,fi,Osuuspankki,,,7/5/2019,ACTV,,,
SJL9,Finland,FI,,,Andelsbank,Swedish,sv,Andelsbank,,,7/5/2019,ACTV,,,
SKGX,Finland,FI,,,Yhteisetuudet,Finnish,fi,Yhteisetuudet,,,7/5/2019,ACTV,,,
SKGX,Finland,FI,,,Samfällda förmåner,Swedish,sv,Samfällda förmåner,,,7/5/2019,ACTV,,,
SQS1,Finland,FI,,,Ahvenanmaan maakunta ja sen virastot,Finnish,fi,Ahvenanmaan maakunta ja sen virastot,,,7/5/2019,ACTV,,,
SQS1,Finland,FI,,,Lanskapet Åland och dess ämbetsverk,Swedish,sv,Lanskapet Åland och dess ämbetsverk,,,7/5/2019,ACTV,,,
SUHV,Finland,FI,,,Muu verotuksen yksikkö,Finnish,fi,Muu verotuksen yksikkö,,,7/5/2019,ACTV,,,
SUHV,Finland,FI,,,Annan enhet inom beskattningen,Swedish,sv,Annan enhet inom beskattningen,,,7/5/2019,ACTV,,,
T31U,Finland,FI,,,Kuntainliiton liikelaitos,Finnish,fi,Kuntainliiton liikelaitos,,,7/5/2019,ACTV,,,
T31U,Finland,FI,,,Kommunförbundets affärsinrättning,Swedish,sv,Kommunförbundets affärsinrättning,,,7/5/2019,ACTV,,,
T3K4,Finland,FI,,,Yhteismetsä,Finnish,fi,Yhteismetsä,,,7/5/2019,ACTV,,,
T3K4,Finland,FI,,,Samfälld skog,Swedish,sv,Samfälld skog,,,7/5/2019,ACTV,,,
TZ1U,Finland,FI,,,Kunnallinen liikelaitos,Finnish,fi,Kunnallinen liikelaitos,,,7/5/2019,ACTV,,,
TZ1U,Finland,FI,,,Kommunal affärsinrättning,Swedish,sv,Kommunal affärsinrättning,,,7/5/2019,ACTV,,,
UAV1,Finland,FI,,,Eurooppaosuuskunta,Finnish,fi,Eurooppaosuuskunta,SCE,,7/5/2019,ACTV,,,
UAV1,Finland,FI,,,Europaandelslag,Swedish,sv,Europaandelslag,SCE,,7/5/2019,ACTV,,,
UMF0,Finland,FI,,,Konkurssipesä,Finnish,fi,Konkurssipesä,,,7/5/2019,ACTV,,,
UMF0,Finland,FI,,,Konkursbo,Swedish,sv,Konkursbo,,,7/5/2019,ACTV,,,
UXEW,Finland,FI,,,Aatteellinen yhdistys,Finnish,fi,Aatteellinen yhdistys,,,7/5/2019,ACTV,,,
UXEW,Finland,FI,,,Ideell förening,Swedish,sv,Ideell förening,,,7/5/2019,ACTV,,,
V0TJ,Finland,FI,,,Asunto-osakeyhtiö,Finnish,fi,Asunto-osakeyhtiö,,,7/5/2019,ACTV,,,
V0TJ,Finland,FI,,,Bostadsaktiebolag,Swedish,sv,Bostadsaktiebolag,,,7/5/2019,ACTV,,,
V42B,Finland,FI,,,Ortodoksinen kirkko,Finnish,fi,Ortodoksinen kirkko,,,7/5/2019,ACTV,,,
V42B,Finland,FI,,,Ortodoxa kyrkan,Swedish,sv,Ortodoxa kyrkan,,,7/5/2019,ACTV,,,
VKKN,Finland,FI,,,Eurooppaosuuspankki,Finnish,fi,Eurooppaosuuspankki,,,7/5/2019,ACTV,,,
VKKN,Finland,FI,,,Europaandelsbank,Swedish,sv,Europaandelsbank,,,7/5/2019,ACTV,,,
VOTI,Finland,FI,,,Kuntayhtymä,Finnish,fi,Kuntayhtymä,,,7/5/2019,ACTV,,,
VOTI,Finland,FI,,,Samkommun,Swedish,sv,Samkommun,,,7/5/2019,ACTV,,,
XGKW,Finland,FI,,,Ahvenanmaan liikelaitos,Finnish,fi,Ahvenanmaan liikelaitos,,,7/5/2019,ACTV,,,
XGKW,Finland,FI,,,Ålands affärsverk,Swedish,sv,Ålands affärsverk,,,7/5/2019,ACTV,,,
XJH3,Finland,FI,,,Eurooppayhtiö,Finnish,fi,Eurooppayhtiö,SE,,7/5/2019,ACTV,,,
XJH3,Finland,FI,,,Europabolag,Swedish,sv,Europabolag,SE,,7/5/2019,ACTV,,,
YK5G,Finland,FI,,,Säätiö,Finnish,fi,Säätiö,sr,,7/5/2019,ACTV,,,
YK5G,Finland,FI,,,Stiftelse,Swedish,sv,Stiftelse,sr,,7/5/2019,ACTV,,,
Z38E,Finland,FI,,,Säästöpankki,Finnish,fi,Säästöpankki,,,7/5/2019,ACTV,,,
Z38E,Finland,FI,,,Sparbank,Swedish,sv,Sparbank,,,7/5/2019,ACTV,,,
ZMTL,Finland,FI,,,Kuolinpesä,Finnish,fi,Kuolinpesä,,,7/5/2019,ACTV,,,
ZMTL,Finland,FI,,,Dödsbo,Swedish,sv,Dödsbo,,,7/5/2019,ACTV,,,
157O,France,FR,,,Régie d'une collectivité locale à caractère administratif,French,fr,Régie d'une collectivité locale à caractère administratif,,,11/30/2017,ACTV,typo corrected,6/10/2020,wrong spelling of text
1B88,France,FR,,,SCP de médecins,French,fr,SCP de médecins,,,11/30/2017,ACTV,,,
1GNM,France,FR,,,Syndicat de salariés,French,fr,Syndicat de salariés,,,11/30/2017,ACTV,,,
1L24,France,FR,,,Autre société civile,French,fr,Autre société civile,,,11/30/2017,ACTV,,,
1NF1,France,FR,,,SA nationale à conseil d'administration,French,fr,SA nationale à conseil d'administration,,,11/30/2017,ACTV,,,
1Q16,France,FR,,,Société créée de fait entre personnes physiques,French,fr,Société créée de fait entre personnes physiques,,,11/30/2017,ACTV,,,
1Y0C,France,FR,,,SARL d'attribution,French,fr,SARL d'attribution,,,11/30/2017,ACTV,,,
211B,France,FR,,,Société coopérative agricole,French,fr,Société coopérative agricole,,,11/30/2017,ACTV,,,
29FA,France,FR,,,Institution interrégionale ou entente,French,fr,Institution interrégionale ou entente,,,11/30/2017,ACTV,,,
2N4L,France,FR,,,(Autre) Collectivité territoriale,French,fr,(Autre) Collectivité territoriale,,,11/30/2017,ACTV,,,
2NL6,France,FR,,,"État, collectivité ou établissement public étranger",French,fr,"État, collectivité ou établissement public étranger",,,11/30/2017,ACTV,,,
2ONM,France,FR,,,SA d'attribution à directoire,French,fr,SA d'attribution à directoire,,,11/30/2017,ACTV,,,
2WMP,France,FR,,,Autre personne morale de droit administratif,French,fr,Autre personne morale de droit administratif,,,11/30/2017,ACTV,,,
2XIK,France,FR,,,Mutuelle,French,fr,Mutuelle,,,11/30/2017,ACTV,,,
34QS,France,FR,,,Autre personne morale de droit privé,French,fr,Autre personne morale de droit privé,,,11/30/2017,ACTV,,,
3AZY,France,FR,,,Coopérative d'utilisation de matériel agricole en commun (CUMA),French,fr,Coopérative d'utilisation de matériel agricole en commun (CUMA),,,11/30/2017,ACTV,,,
3FCU,France,FR,,,Société d'exercice libéral par action simplifiée,French,fr,Société d'exercice libéral par action simplifiée,,,11/30/2017,ACTV,,,
3NJL,France,FR,,,Autre personne de droit privé inscrite au registre du commerce et des sociétés,French,fr,Autre personne de droit privé inscrite au registre du commerce et des sociétés,,,11/30/2017,ACTV,,,
3OK3,France,FR,,,SCP de notaires,French,fr,SCP de notaires,,,11/30/2017,ACTV,,,
3S6E,France,FR,,,Service départemental d'incendie et de secours (SDIS),French,fr,Service départemental d'incendie et de secours (SDIS),,,11/30/2017,ACTV,,,
3XTE,France,FR,,,SARL coopérative de consommation,French,fr,SARL coopérative de consommation,,,11/30/2017,ACTV,,,
487E,France,FR,,,Établissement public local d'enseignement,French,fr,Établissement public local d'enseignement,,,11/30/2017,ACTV,,,
491H,France,FR,,,Association non déclarée,French,fr,Association non déclarée,,,11/30/2017,ACTV,,,
4DZU,France,FR,,,Autre SARL coopérative,French,fr,Autre SARL coopérative,,,11/30/2017,ACTV,,,
4H0F,France,FR,,,Autre établissement public local de coopération non spécialisé ou entente,French,fr,Autre établissement public local de coopération non spécialisé ou entente,,,11/30/2017,ACTV,,,
4JS0,France,FR,,,Association syndicale autorisée,French,fr,Association syndicale autorisée,,,11/30/2017,ACTV,,,
4RT7,France,FR,,,SA de HLM à conseil d'administration,French,fr,SA de HLM à conseil d'administration,,,11/30/2017,ACTV,,,
4TNX,France,FR,,,Profession libérale,French,fr,Profession libérale,,,11/30/2017,INAC,legislation change,11/1/2018,"due to a change in French legislation, this legal form has changed into the new code ZY9X"
4VD7,France,FR,,,Pôle d'équilibre territorial et rural (PETR),French,fr,Pôle d'équilibre territorial et rural (PETR),,,11/30/2017,ACTV,,,
59F9,France,FR,,,Groupement foncier agricole,French,fr,Groupement foncier agricole,,,11/30/2017,ACTV,,,
5AJO,France,FR,,,Caisse d'Épargne et de Prévoyance,French,fr,Caisse d'Épargne et de Prévoyance,,,11/30/2017,ACTV,,,
5H68,France,FR,,,Commerçant,French,fr,Commerçant,,,11/30/2017,INAC,legislation change,7/1/2018,"due to a change in French legislation, this legal form has changed into the new code ZY9X"
5K0Q,France,FR,,,Établissement public local social et médico-social,French,fr,Établissement public local social et médico-social,,,11/30/2017,ACTV,,,
5VCF,France,FR,,,SA à directoire (s.a.i.),French,fr,SA à directoire (s.a.i.),,,11/30/2017,ACTV,,,
61WE,France,FR,,,Institution de retraite supplémentaire,French,fr,Institution de retraite supplémentaire,,,11/30/2017,ACTV,,,
66JQ,France,FR,,,Syndicat de copropriété,French,fr,Syndicat de copropriété,,,11/30/2017,ACTV,,,
6CHY,France,FR,,,"SAS, société par actions simplifiée",French,fr,"SAS, société par actions simplifiée",,,11/30/2017,ACTV,,,
6CJJ,France,FR,,,SCP de géomètres experts,French,fr,SCP de géomètres experts,,,11/30/2017,ACTV,typo corrected,6/10/2020,wrong spelling of text
6DYI,France,FR,,,Société de Participations Financières de Profession Libérale Société à responsabilité limitée (SPFPL SARL),French,fr,Société de Participations Financières de Profession Libérale Société à responsabilité limitée (SPFPL SARL),,,11/30/2017,ACTV,typo corrected,6/10/2020,wrong spelling of text
6IIE,France,FR,,,SA coopérative (d'intérêt) maritime à conseil d'administration,French,fr,SA coopérative (d'intérêt) maritime à conseil d'administration,,,11/30/2017,ACTV,,,
6KWU,France,FR,,,Société d'exercice libéral en commandite par actions,French,fr,Société d'exercice libéral en commandite par actions,,,11/30/2017,ACTV,,,
6RUE,France,FR,,,Groupement européen d'intérêt économique (GEIE),French,fr,Groupement européen d'intérêt économique (GEIE),GEIE,,11/30/2017,ACTV,abbreviation added,9/23/2021,addition of abbreviation
6SYJ,France,FR,,,SA de HLM à directoire,French,fr,SA de HLM à directoire,,,11/30/2017,ACTV,,,
6YHU,France,FR,,,SA d'intérêt collectif agricole (SICA) à conseil d'administration,French,fr,SA d'intérêt collectif agricole (SICA) à conseil d'administration,,,11/30/2017,ACTV,,,
74HH,France,FR,,,SCP de vétérinaires,French,fr,SCP de vétérinaires,,,11/30/2017,ACTV,,,
7O94,France,FR,,,Groupement forestier,French,fr,Groupement forestier,,,11/30/2017,ACTV,,,
7SZH,France,FR,,,Autre groupement de droit privé non doté de la personnalité morale,French,fr,Autre groupement de droit privé non doté de la personnalité morale,,,11/30/2017,ACTV,,,
7UHA,France,FR,,,Collectivité et territoire d'Outre Mer,French,fr,Collectivité et territoire d'Outre Mer,,,11/30/2017,ACTV,,,
82QO,France,FR,,,Service déconcentré de l'État à compétence (inter) départementale,French,fr,Service déconcentré de l'État à compétence (inter) départementale,,,11/30/2017,ACTV,,,
87VO,France,FR,,,Safer anonyme à directoire,French,fr,Safer anonyme à directoire,,,11/30/2017,ACTV,,,
8FZW,France,FR,,,SCP de conseils juridiques,French,fr,SCP de conseils juridiques,,,11/30/2017,ACTV,,,
8G07,France,FR,,,(Autre) Personne physique,French,fr,(Autre) Personne physique,,,11/30/2017,INAC,legislation change,7/1/2018,"due to a change in French legislation, this legal form has changed into the new code ZY9X"
8GTU,France,FR,,,(Autre) Service déconcentré de l'État à compétence territoriale,French,fr,(Autre) Service déconcentré de l'État à compétence territoriale,,,11/30/2017,ACTV,,,
8II5,France,FR,,,Autre SA coopérative à conseil d'administration,French,fr,Autre SA coopérative à conseil d'administration,,,11/30/2017,ACTV,,,
8IWA,France,FR,,,Commune associée et commune déléguée,French,fr,Commune associée et commune déléguée,,,11/30/2017,ACTV,,,
8LX5,France,FR,,,Autre régime de prévoyance sociale,French,fr,Autre régime de prévoyance sociale,,,11/30/2017,ACTV,,,
8OKM,France,FR,,,Service déconcentré à compétence nationale d'un ministère (hors Défense),French,fr,Service déconcentré à compétence nationale d'un ministère (hors Défense),,,11/30/2017,ACTV,typo corrected,6/10/2020,wrong spelling of text
8R2G,France,FR,,,Société civile immobilière de construction-vente,French,fr,Société civile immobilière de construction-vente,,,11/30/2017,ACTV,typo corrected,7/5/2019,typo corrected
8TYA,France,FR,,,Autre SA coopérative à directoire,French,fr,Autre SA coopérative à directoire,,,11/30/2017,ACTV,,,
8VDW,France,FR,,,Société d'assurance à forme mutuelle,French,fr,Société d'assurance à forme mutuelle,,,11/30/2017,ACTV,,,
8VWR,France,FR,,,SA d'économie mixte à conseil d'administration,French,fr,SA d'économie mixte à conseil d'administration,,,11/30/2017,ACTV,,,
8WH8,France,FR,,,Autre personne morale de droit étranger,French,fr,Autre personne morale de droit étranger,,,11/30/2017,ACTV,,,
8XDK,France,FR,,,SA d'aménagement foncier et d'équipement rural (SAFER) à conseil d'administration,French,fr,SA d'aménagement foncier et d'équipement rural (SAFER) à conseil d'administration,,,11/30/2017,ACTV,,,
94WO,France,FR,,,District urbain,French,fr,District urbain,,,11/30/2017,ACTV,,,
97PZ,France,FR,,,SARL coopérative d'intérêt maritime,French,fr,SARL coopérative d'intérêt maritime,,,11/30/2017,ACTV,,,
9HC8,France,FR,,,Société en participation entre personnes physiques,French,fr,Société en participation entre personnes physiques,,,11/30/2017,ACTV,,,
9KU7,France,FR,,,Union de sociétés coopératives agricoles,French,fr,Union de sociétés coopératives agricoles,,,11/30/2017,ACTV,,,
9N1F,France,FR,,,SA d'intérêt collectif agricole (SICA),French,fr,SA d'intérêt collectif agricole (SICA),,,11/30/2017,ACTV,,,
9O0S,France,FR,,,Association fonciére urbaine,French,fr,Association fonciére urbaine,,,11/30/2017,ACTV,,,
9T5S,France,FR,,,Fondation,French,fr,Fondation,,,11/30/2017,ACTV,,,
A0VZ,France,FR,,,SCP d'architectes,French,fr,SCP d'architectes,,,11/30/2017,ACTV,,,
AHBR,France,FR,,,SA à participation ouvrière à directoire,French,fr,SA à participation ouvrière à directoire,,,11/30/2017,ACTV,typo corrected,6/10/2020,wrong spelling of text
AMFI,France,FR,,,Autorité constitutionnelle,French,fr,Autorité constitutionnelle,,,11/30/2017,ACTV,,,
B645,France,FR,,,SA d'attribution à conseil d'administration,French,fr,SA d'attribution à conseil d'administration,,,11/30/2017,ACTV,,,
B7I7,France,FR,,,SA coopérative artisanale à conseil d'administration,French,fr,SA coopérative artisanale à conseil d'administration,,,11/30/2017,ACTV,,,
BAK2,France,FR,,,Exploitation agricole à responsabilité limitée,French,fr,Exploitation agricole à responsabilité limitée,,,11/30/2017,ACTV,,,
BAUQ,France,FR,,,SA de crédit immobilier à conseil d'administration,French,fr,SA de crédit immobilier à conseil d'administration,,,11/30/2017,ACTV,,,
BDDP,France,FR,,,SCP d'infirmiers,French,fr,SCP d'infirmiers,,,11/30/2017,ACTV,,,
BEWI,France,FR,,,Association déclarée,French,fr,Association déclarée,,,11/30/2017,ACTV,,,
BRGA,France,FR,,,SA immobilière d'investissement à conseil d'administration,French,fr,SA immobilière d'investissement à conseil d'administration,,,11/30/2017,ACTV,typo corrected,7/5/2019,typo corrected
BYZF,France,FR,,,Paroisse hors zone concordataire,French,fr,Paroisse hors zone concordataire,,,11/30/2017,ACTV,,,
C42J,France,FR,,,SARL immobilière de gestion,French,fr,SARL immobilière de gestion,,,11/30/2017,ACTV,typo corrected,7/5/2019,typo corrected
C4D7,France,FR,,,Ensemble urbain,French,fr,Ensemble urbain,,,11/30/2017,ACTV,,,
CAX5,France,FR,,,Régime général de la Sécurité Sociale,French,fr,Régime général de la Sécurité Sociale,,,11/30/2017,ACTV,,,
CBO2,France,FR,,,Service du ministère de la Défense,French,fr,Service du ministère de la Défense,,,11/30/2017,ACTV,typo corrected,6/10/2020,wrong spelling of text
