ELF Code,Country of formation,Country Code (ISO 3166-1),Jurisdiction of formation,Country sub-division code (ISO 3166-2),Entity Legal Form name Local name,Language,Language Code (ISO 639-1),Entity Legal Form name Transliterated name (per ISO 01-140-10),Abbreviations Local language,Abbreviations transliterated,Date created YYYY-MM-DD (ISO 8601),ELF Status ACTV/INAC,Modification,Modification date YYYY-MM-DD (ISO 8601),Reason
CF56,France,FR,,,Mutualité sociale agricole,French,fr,Mutualité sociale agricole,,,11/30/2017,ACTV,,,
CNSS,France,FR,,,Société en participation de professions libérales,French,fr,Société en participation de professions libérales,,,11/30/2017,ACTV,,,
CNXL,France,FR,,,Artisan-commerçant,French,fr,Artisan-commerçant,,,11/30/2017,INAC,legislation change,7/1/2018,"due to a change in French legislation, this legal form has changed into the new code ZY9X"
CQJI,France,FR,,,Région,French,fr,Région,,,11/30/2017,ACTV,,,
CVH6,France,FR,,,SARL d'aménagement foncier et d'équipement rural (SAFER),French,fr,SARL d'aménagement foncier et d'équipement rural (SAFER),,,11/30/2017,ACTV,,,
D2I2,France,FR,,,Syndicat intercommunal à vocation multiple (SIVOM),French,fr,Syndicat intercommunal à vocation multiple (SIVOM),,,11/30/2017,ACTV,,,
DEG4,France,FR,,,Société en commandite par actions,French,fr,Société en commandite par actions,,,11/30/2017,ACTV,,,
DRQM,France,FR,,,SA coopérative de construction à conseil d'administration,French,fr,SA coopérative de construction à conseil d'administration,,,11/30/2017,ACTV,,,
DTAX,France,FR,,,Autre organisme mutualiste,French,fr,Autre organisme mutualiste,,,11/30/2017,ACTV,,,
DWYD,France,FR,,,Association déclarée d'insertion par l'économique,French,fr,Association déclarée d'insertion par l'économique,,,11/30/2017,ACTV,,,
DXQH,France,FR,,,Société civile foncière,French,fr,Société civile foncière,,,11/30/2017,ACTV,typo corrected,6/10/2020,wrong spelling of text
E0YF,France,FR,,,SA coopérative d'intérêt maritime à directoire,French,fr,SA coopérative d'intérêt maritime à directoire,,,11/30/2017,ACTV,,,
E6YB,France,FR,,,Caisse (fédérale) de crédit mutuel,French,fr,Caisse (fédérale) de crédit mutuel,,,11/30/2017,ACTV,,,
EABD,France,FR,,,Société civile coopérative entre médecins,French,fr,Société civile coopérative entre médecins,,,11/30/2017,ACTV,,,
EAC8,France,FR,,,Société coopérative de production de HLM anonyme à directoire,French,fr,Société coopérative de production de HLM anonyme à directoire,,,11/30/2017,ACTV,,,
ECUL,France,FR,,,Secteur de commune,French,fr,Secteur de commune,,,11/30/2017,ACTV,,,
EVYY,France,FR,,,Caisse de crédit maritime mutuel,French,fr,Caisse de crédit maritime mutuel,,,11/30/2017,ACTV,,,
EYRI,France,FR,,,Centre technique industriel ou comité professionnel du développement économique,French,fr,Centre technique industriel ou comité professionnel du développement économique,,,11/30/2017,ACTV,,,
F0B6,France,FR,,,Société en commandite simple coopérative,French,fr,Société en commandite simple coopérative,,,11/30/2017,ACTV,,,
F6SZ,France,FR,,,SA coopérative ouvrière de production (SCOP) à directoire,French,fr,SA coopérative ouvrière de production (SCOP) à directoire,,,11/30/2017,ACTV,typo corrected,6/10/2020,wrong spelling of text
F72Z,France,FR,,,Établissement public national à caractére industriel ou commercial doté d'un comptable public,French,fr,Établissement public national à caractére industriel ou commercial doté d'un comptable public,,,11/30/2017,ACTV,,,
F8UD,France,FR,,,SCP d'avoués d'appel,French,fr,SCP d'avoués d'appel,,,11/30/2017,ACTV,,,
F93F,France,FR,,,SA immobilière pour le commerce et l'industrie (SICOMI) à conseil d'administration,French,fr,SA immobilière pour le commerce et l'industrie (SICOMI) à conseil d'administration,,,11/30/2017,ACTV,typo corrected,7/5/2019,typo corrected
FBYB,France,FR,,,Représentation ou agence commerciale d'état ou organisme public étranger immatriculé au RCS,French,fr,Représentation ou agence commerciale d'état ou organisme public étranger immatriculé au RCS,,,11/30/2017,ACTV,,,
FEEA,France,FR,,,Établissement public national ayant fonction d'administration centrale,French,fr,Établissement public national ayant fonction d'administration centrale,,,11/30/2017,ACTV,,,
FFQL,France,FR,,,Commune et commune nouvelle,French,fr,Commune et commune nouvelle,,,11/30/2017,ACTV,,,
FKG2,France,FR,,,Organisation internationale,French,fr,Organisation internationale,,,11/30/2017,ACTV,,,
FOUY,France,FR,,,SCP de commissaires aux comptes,French,fr,SCP de commissaires aux comptes,,,11/30/2017,ACTV,,,
FY0F,France,FR,,,Société civile immobilière,French,fr,Société civile immobilière,,,11/30/2017,ACTV,typo corrected,7/5/2019,typo corrected
FYBN,France,FR,,,SARL mixte d'intérêt agricole (SMIA),French,fr,SARL mixte d'intérêt agricole (SMIA),,,11/30/2017,ACTV,,,
G7Z2,France,FR,,,SARL coopérative de construction,French,fr,SARL coopérative de construction,,,11/30/2017,ACTV,,,
G8LP,France,FR,,,Sociétés Interprofessionnelles de Soins Ambulatoires ,French,fr,Sociétés Interprofessionnelles de Soins Ambulatoires ,,,11/30/2017,ACTV,,,
G98S,France,FR,,,Ordre professionnel ou assimilé,French,fr,Ordre professionnel ou assimilé,,,11/30/2017,ACTV,,,
GFN6,France,FR,,,SA coopérative de commerçants-détaillants à conseil d'administration,French,fr,SA coopérative de commerçants-détaillants à conseil d'administration,,,11/30/2017,ACTV,,,
GJJJ,France,FR,,,Société d'exercice libéral à responsabilité limitée à associé unique,French,fr,Société d'exercice libéral à responsabilité limitée à associé unique,,,7/5/2019,ACTV,,,
GLN8,France,FR,,,Centre Intercommunal d'action sociale (CIAS),French,fr,Centre Intercommunal d'action sociale (CIAS),,,11/30/2017,ACTV,,,
GQV4,France,FR,,,SA immobilière pour le commerce et l'industrie (SICOMI) à directoire,French,fr,SA immobilière pour le commerce et l'industrie (SICOMI) à directoire,,,11/30/2017,ACTV,typo corrected,7/5/2019,typo corrected
GXL6,France,FR,,,Autre établissement public national d'enseignement,French,fr,Autre établissement public national d'enseignement,,,11/30/2017,ACTV,,,
GZCQ,France,FR,,,SCP de greffiers de tribunal de commerce,French,fr,SCP de greffiers de tribunal de commerce,,,11/30/2017,ACTV,,,
H1U2,France,FR,,,Société en nom collectif,French,fr,Société en nom collectif,,,11/30/2017,ACTV,,,
H3Z4,France,FR,,,SA coopérative de transport à directoire,French,fr,SA coopérative de transport à directoire,,,11/30/2017,ACTV,,,
H3ZD,France,FR,,,SARL d'intérêt collectif agricole (SICA),French,fr,SARL d'intérêt collectif agricole (SICA),,,11/30/2017,ACTV,,,
H4VR,France,FR,,,Société civile coopérative de consommation,French,fr,Société civile coopérative de consommation,,,11/30/2017,ACTV,,,
HA3N,France,FR,,,Caisse de crédit municipal,French,fr,Caisse de crédit municipal,,,11/30/2017,ACTV,,,
HATI,France,FR,,,Association intermédiaire,French,fr,Association intermédiaire,,,11/30/2017,ACTV,,,
HC8N,France,FR,,,SARL union de sociétés coopératives,French,fr,SARL union de sociétés coopératives,,,11/30/2017,ACTV,,,
HF2L,France,FR,,,"Association de droit local (Bas-Rhin, Haut-Rhin et Moselle)",French,fr,"Association de droit local (Bas-Rhin, Haut-Rhin et Moselle)",,,11/30/2017,ACTV,,,
HMEI,France,FR,,,Autre société civile coopérative,French,fr,Autre société civile coopérative,,,11/30/2017,ACTV,,,
HSYZ,France,FR,,,Autre société civile professionnelle,French,fr,Autre société civile professionnelle,,,11/30/2017,ACTV,,,
I0MH,France,FR,,,Société civile coopérative de construction,French,fr,Société civile coopérative de construction,,,11/30/2017,ACTV,,,
I8TE,France,FR,,,SA mixte d'intérêt agricole (SMIA),French,fr,SA mixte d'intérêt agricole (SMIA),,,11/30/2017,ACTV,,,
IAP3,France,FR,,,Syndicat intercommunal à vocation unique (SIVU),French,fr,Syndicat intercommunal à vocation unique (SIVU),,,11/30/2017,ACTV,,,
IC8G,France,FR,,,SCP d'avocats aux conseils,French,fr,SCP d'avocats aux conseils,,,11/30/2017,ACTV,,,
IC98,France,FR,,,SCP de commissaires-priseurs,French,fr,SCP de commissaires-priseurs,,,11/30/2017,ACTV,,,
IF7H,France,FR,,,SA coopérative de consommation à conseil d'administration,French,fr,SA coopérative de consommation à conseil d'administration,,,11/30/2017,ACTV,,,
IGSV,France,FR,,,Société civile laitière,French,fr,Société civile laitière,,,11/30/2017,INAC,"text corrected, deletion",7/1/2020,"wrong spelling of text, legal form ended"
IQR2,France,FR,,,Société civile d'intérêt collectif agricole (SICA),French,fr,Société civile d'intérêt collectif agricole (SICA),,,11/30/2017,ACTV,,,
J9OZ,France,FR,,,Société d'exercice libéral à responsabilité limitée,French,fr,Société d'exercice libéral à responsabilité limitée,,,11/30/2017,ACTV,,,
JBIQ,France,FR,,,Institution de prévoyance,French,fr,Institution de prévoyance,,,11/30/2017,ACTV,,,
JFET,France,FR,,,Société de Participations Financières de Profession Libérale Société anonyme à Directoire (SPFPL SA à directoire),French,fr,Société de Participations Financières de Profession Libérale Société anonyme à Directoire (SPFPL SA à directoire),,,11/30/2017,ACTV,typo corrected,6/10/2020,wrong spelling of text
JIYK,France,FR,,,Syndicat inter hospitalier,French,fr,Syndicat inter hospitalier,,,11/30/2017,ACTV,,,
JM1W,France,FR,,,SCP de dentistes,French,fr,SCP de dentistes,,,11/30/2017,ACTV,,,
JMO0,France,FR,,,Commission syndicale pour la gestion des biens indivis des communes,French,fr,Commission syndicale pour la gestion des biens indivis des communes,,,11/30/2017,ACTV,,,
JN2P,France,FR,,,SARL unipersonnelle,French,fr,SARL unipersonnelle,,,11/30/2017,INAC,deletion,6/10/2020,legal form ended
JR7T,France,FR,,,SARL nationale,French,fr,SARL nationale,,,11/30/2017,ACTV,,,
JU82,France,FR,,,Ministére,French,fr,Ministére,,,11/30/2017,ACTV,,,
K39X,France,FR,,,SA union de sociétés coopératives à conseil d'administration,French,fr,SA union de sociétés coopératives à conseil d'administration,,,11/30/2017,ACTV,,,
K5KA,France,FR,,,Régie d'une collectivité locale à caractère industriel ou commercial,French,fr,Régie d'une collectivité locale à caractère industriel ou commercial,,,11/30/2017,ACTV,typo corrected,6/10/2020,wrong spelling of text
K65D,France,FR,,,SA à conseil d'administration (s.a.i.),French,fr,SA à conseil d'administration (s.a.i.),,,11/30/2017,ACTV,,,
K69X,France,FR,,,SA de crédit immobilier à directoire,French,fr,SA de crédit immobilier à directoire,,,11/30/2017,ACTV,,,
K7XQ,France,FR,,,Établissement public national à caractére scientifique culturel et professionnel,French,fr,Établissement public national à caractére scientifique culturel et professionnel,,,11/30/2017,ACTV,,,
K99N,France,FR,,,Comité social économique d’établissement,French,fr,Comité social économique d’établissement,,,11/30/2017,ACTV,name change,7/1/2020,change of name of legal form
KBEQ,France,FR,,,Société civile immobilière d' accession progressive à la propriété,French,fr,Société civile immobilière d' accession progressive à la propriété,,,11/30/2017,ACTV,typo corrected,7/5/2019,typo corrected
KCN5,France,FR,,,"Etablissement public administratif, cercle et foyer dans les armées",French,fr,"Etablissement public administratif, cercle et foyer dans les armées",,,11/30/2017,ACTV,,,
KFR1,France,FR,,,Artisan,French,fr,Artisan,,,11/30/2017,INAC,legislation change,7/1/2018,"due to a change in French legislation, this legal form has changed into the new code ZY9X"
KMPN,France,FR,,,Établissement public national à caractére administratif,French,fr,Établissement public national à caractére administratif,,,11/30/2017,ACTV,,,
KQH7,France,FR,,,Société civile d'attribution,French,fr,Société civile d'attribution,,,11/30/2017,ACTV,,,
KS9B,France,FR,,,Syndicat patronal,French,fr,Syndicat patronal,,,11/30/2017,ACTV,,,
KWI4,France,FR,,,SCP de masseurs-kinésithérapeutes,French,fr,SCP de masseurs-kinésithérapeutes,,,11/30/2017,ACTV,,,
L25Z,France,FR,,,Société anonyme mixte d'intérêt agricole (SMIA) à conseil d'administration,French,fr,Société anonyme mixte d'intérêt agricole (SMIA) à conseil d'administration,,,11/30/2017,ACTV,,,
L6QO,France,FR,,,Régime spécial de Sécurité Sociale,French,fr,Régime spécial de Sécurité Sociale,,,11/30/2017,ACTV,,,
LARO,France,FR,,,Société par actions simplifiée à associé unique ou société par actions simplifiée unipersonnelle,French,fr,Société par actions simplifiée à associé unique ou société par actions simplifiée unipersonnelle,,,11/30/2017,INAC,deletion,6/10/2020,legal form ended
LGME,France,FR,,,SA à participation ouvrière à conseil d'administration,French,fr,SA à participation ouvrière à conseil d'administration,,,11/30/2017,ACTV,typo corrected,6/10/2020,wrong spelling of text
LU8S,France,FR,,,Associé gérant de Société,French,fr,Associé gérant de Société,,,11/30/2017,INAC,legislation change,7/1/2018,"due to a change in French legislation, this legal form has changed into the new code ZY9X"
LUIN,France,FR,,,SARL immobilière pour le commerce et l'industrie (SICOMI),French,fr,SARL immobilière pour le commerce et l'industrie (SICOMI),,,11/30/2017,ACTV,typo corrected,7/5/2019,typo corrected
M1BJ,France,FR,,,Société civile de moyens,French,fr,Société civile de moyens,,,11/30/2017,ACTV,,,
M673,France,FR,,,Société civile d'exploitation agricole,French,fr,Société civile d'exploitation agricole,,,11/30/2017,ACTV,,,
MG2O,France,FR,,,Institution interdépartementale ou entente,French,fr,Institution interdépartementale ou entente,,,11/30/2017,ACTV,,,
MMA4,France,FR,,,SA union de sociétés coopératives à directoire,French,fr,SA union de sociétés coopératives à directoire,,,11/30/2017,ACTV,,,
MOUL,France,FR,,,Assurance mutuelle agricole,French,fr,Assurance mutuelle agricole,,,11/30/2017,ACTV,,,
MQPZ,France,FR,,,Caisse d'épargne et de prévoyance à forme coopérative,French,fr,Caisse d'épargne et de prévoyance à forme coopérative,,,11/30/2017,ACTV,,,
MQU9,France,FR,,,Organisme de placement collectif en valeurs mobilières sans personnalité morale,French,fr,Organisme de placement collectif en valeurs mobilières sans personnalité morale,,,7/5/2019,ACTV,name change,7/1/2020,change of name of legal form
MX8J,France,FR,,,SA coopérative de commerçants-détaillants à directoire,French,fr,SA coopérative de commerçants-détaillants à directoire,,,11/30/2017,ACTV,,,
NBA8,France,FR,,,Autre établissement public national administratif à compétence territoriale limitée,French,fr,Autre établissement public national administratif à compétence territoriale limitée,,,11/30/2017,ACTV,,,
NFCV,France,FR,,,Association coopérative inscrite (droit local Alsace Moselle),French,fr,Association coopérative inscrite (droit local Alsace Moselle),,,11/30/2017,ACTV,,,
NM07,France,FR,,,SA immobilière d'investissement à directoire,French,fr,SA immobilière d'investissement à directoire,,,11/30/2017,ACTV,typo corrected,7/5/2019,typo corrected
NOI8,France,FR,,,Communauté d'agglomération,French,fr,Communauté d'agglomération,,,11/30/2017,ACTV,,,
NQCT,France,FR,,,(Autre) Établissement public administratif local,French,fr,(Autre) Établissement public administratif local,,,11/30/2017,ACTV,,,
NUMY,France,FR,,,SA coopérative artisanale à directoire,French,fr,SA coopérative artisanale à directoire,,,11/30/2017,ACTV,,,
OAGA,France,FR,,,Régime vieillesse ne dépendant pas du régime général de la Sécurité Sociale,French,fr,Régime vieillesse ne dépendant pas du régime général de la Sécurité Sociale,,,11/30/2017,ACTV,,,
OIQA,France,FR,,,Autre organisme professionnel,French,fr,Autre organisme professionnel,,,11/30/2017,ACTV,,,
OLJ1,France,FR,,,Syndicat mixte fermé,French,fr,Syndicat mixte fermé,,,11/30/2017,ACTV,,,
OSLZ,France,FR,,,Société coopérative de banque populaire,French,fr,Société coopérative de banque populaire,,,11/30/2017,ACTV,,,
OWUN,France,FR,,,Communauté de communes,French,fr,Communauté de communes,,,11/30/2017,ACTV,,,
P3J5,France,FR,,,Centre communal d'action sociale,French,fr,Centre communal d'action sociale,,,11/30/2017,ACTV,,,
P714,France,FR,,,Association fonciére de remembrement,French,fr,Association fonciére de remembrement,,,11/30/2017,ACTV,,,
PESN,France,FR,,,Indivision avec personne morale,French,fr,Indivision avec personne morale,,,11/30/2017,ACTV,,,
PL6V,France,FR,,,Établissement public local culturel,French,fr,Établissement public local culturel,,,11/30/2017,ACTV,,,
PWKL,France,FR,,,Congrégation,French,fr,Congrégation,,,11/30/2017,ACTV,,,
PZLG,France,FR,,,Métropole,French,fr,Métropole,,,11/30/2017,ACTV,,,
Q2A1,France,FR,,,Société commerciale étrangère immatriculée au RCS,French,fr,Société commerciale étrangère immatriculée au RCS,,,11/30/2017,ACTV,typo corrected,6/10/2020,wrong spelling of text
Q634,France,FR,,,Indivision entre personnes physiques,French,fr,Indivision entre personnes physiques,,,11/30/2017,ACTV,,,
Q8E2,France,FR,,,Société en nom collectif coopérative,French,fr,Société en nom collectif coopérative,,,11/30/2017,ACTV,,,
QCWO,France,FR,,,Groupement agricole d'exploitation en commun (GAEC),French,fr,Groupement agricole d'exploitation en commun (GAEC),,,11/30/2017,ACTV,,,
QU3G,France,FR,,,SA coopérative de production de HLM à conseil d'administration,French,fr,SA coopérative de production de HLM à conseil d'administration,,,11/30/2017,ACTV,,,
QUB4,France,FR,,,Organisme consulaire,French,fr,Organisme consulaire,,,11/30/2017,ACTV,,,
QV2O,France,FR,,,Société d'exercice libéral à forme anonyme à directoire,French,fr,Société d'exercice libéral à forme anonyme à directoire,,,11/30/2017,ACTV,,,
QVPB,France,FR,,,Société anonyme,French,fr,Société anonyme,SA,,7/5/2019,ACTV,,,
R0B6,France,FR,,,Groupement d'intérêt économique (GIE),French,fr,Groupement d'intérêt économique (GIE),,,11/30/2017,ACTV,,,
R1JO,France,FR,,,Communauté urbaine,French,fr,Communauté urbaine,,,11/30/2017,ACTV,,,
R59A,France,FR,,,Société en commandite par actions coopérative,French,fr,Société en commandite par actions coopérative,,,11/30/2017,ACTV,,,
R6WQ,France,FR,,,Groupement de coopération sanitaire à gestion publique,French,fr,Groupement de coopération sanitaire à gestion publique,,,11/30/2017,ACTV,,,
RD0Z,France,FR,,,Fiducie,French,fr,Fiducie,,,11/30/2017,ACTV,,,
RFWH,France,FR,,,Groupement foncier et rural,French,fr,Groupement foncier et rural,,,11/30/2017,ACTV,,,
RNJZ,France,FR,,,Société de Participations Financières de Profession Libérale Société en commandite par actions (SPFPL SCA),French,fr,Société de Participations Financières de Profession Libérale Société en commandite par actions (SPFPL SCA),,,11/30/2017,ACTV,typo corrected,6/10/2020,wrong spelling of text
RNSB,France,FR,,,Société étrangère non immatriculée au RCS,French,fr,Société étrangère non immatriculée au RCS,,,11/30/2017,ACTV,typo corrected,6/10/2020,wrong spelling of text
RT39,France,FR,,,Société créée de fait avec personne morale,French,fr,Société créée de fait avec personne morale,,,11/30/2017,ACTV,,,
RT6Y,France,FR,,,Agent commercial,French,fr,Agent commercial,,,11/30/2017,INAC,legislation change,7/1/2018,"due to a change in French legislation, this legal form has changed into the new code ZY9X"
RWMC,France,FR,,,Communauté de villes,French,fr,Communauté de villes,,,11/30/2017,ACTV,,,
S0X8,France,FR,,,Caisse de crédit agricole mutuel,French,fr,Caisse de crédit agricole mutuel,,,11/30/2017,ACTV,,,
S82R,France,FR,,,Société de Participations Financières de Profession Libérale Société par actions simplifiée (SPFPL SAS),French,fr,Société de Participations Financières de Profession Libérale Société par actions simplifiée (SPFPL SAS),,,11/30/2017,ACTV,typo corrected,6/10/2020,wrong spelling of text
SMZ6,France,FR,,,Société de Participations Financières de Profession Libérale Société anonyme à conseil d'administration (SPFPL SA à conseil d'administration),French,fr,Société de Participations Financières de Profession Libérale Société anonyme à conseil d'administration (SPFPL SA à conseil d'administration),,,11/30/2017,ACTV,typo corrected,6/10/2020,wrong spelling of text
SOXQ,France,FR,,,Société en libre partenariat,French,fr,Société en libre partenariat,SLP,,7/1/2020,ACTV,,,
SSHN,France,FR,,,Régime d'assurance chômage,French,fr,Régime d'assurance chômage,,,11/30/2017,ACTV,,,
SWPX,France,FR,,,SA coopérative de transport à conseil d'administration,French,fr,SA coopérative de transport à conseil d'administration,,,11/30/2017,ACTV,,,
SZ63,France,FR,,,Service déconcentré de l'État à compétence (inter) régionale,French,fr,Service déconcentré de l'État à compétence (inter) régionale,,,11/30/2017,ACTV,,,
T25Y,France,FR,,,SCP d'avocats,French,fr,SCP d'avocats,,,11/30/2017,ACTV,,,
TGRE,France,FR,,,Caisse des écoles,French,fr,Caisse des écoles,,,11/30/2017,ACTV,,,
TNPO,France,FR,,,Exploitant agricole,French,fr,Exploitant agricole,,,11/30/2017,INAC,legislation change,7/1/2018,"due to a change in French legislation, this legal form has changed into the new code ZY9X"
TOL2,France,FR,,,SA nationale à directoire,French,fr,SA nationale à directoire,,,11/30/2017,ACTV,,,
TPNT,France,FR,,,Société européenne,French,fr,Société européenne,SE,,11/30/2017,ACTV,abbreviation added,9/23/2021,addition of abbreviation
